4-A-P2	|	A	|	P2	|	10.73434	|	60.00000	|	0.32161	|	11.71019	|	0.31396	|	0.30535	|	4
4-A-P3-1	|	A	|	P3-1	|	10.73434	|	150.00000	|	0.39345	|	11.71019	|	0.38580	|	0.37719	|	4
4-A-P3-2	|	A	|	P3-2	|	10.73434	|	150.00000	|	0.39345	|	11.71019	|	0.38580	|	0.37719	|	4
4-B-R1	|	B	|	R1	|	10.33181	|	4.00000	|	0.53632	|	18.15080	|	0.536323	|	0.536323	|	4
4-B-R2-1	|	B	|	R2-1	|	10.33181	|	5.00000	|	0.53632	|	18.15080	|	0.536323	|	0.536323	|	4
4-B-R2-2	|	B	|	R2-2	|	10.89536	|	6.50000	|	0.57963	|	18.15080	|	0.579634	|	0.579634	|	4
4-B-R2-3	|	B	|	R2-3	|	11.27106	|	8.50000	|	0.68700	|	18.15080	|	0.686996	|	0.686996	|	4
4-B-R3-1	|	B	|	R3-1	|	11.64676	|	15.00000	|	0.92050	|	18.15080	|	0.920504	|	0.920504	|	4
4-B-R3-2	|	B	|	R3-2	|	11.64676	|	20.00000	|	0.96858	|	18.15080	|	0.968583	|	0.968583	|	4
4-B-R3-3	|	B	|	R3-3	|	12.77387	|	30.00000	|	1.28906	|	18.15080	|	1.289056	|	1.289056	|	4
4-B-R3-4	|	B	|	R3-4	|	12.77387	|	60.00000	|	1.46609	|	18.15080	|	1.466089	|	1.466089	|	4
4-B-P1	|	B	|	P1	|	13.56821	|	25.00000	|	0.55632	|	18.15080	|	0.54866	|	0.54005	|	4
4-B-P2	|	B	|	P2	|	13.56821	|	60.00000	|	0.55632	|	18.15080	|	0.54866	|	0.54005	|	4
4-B-P3-1	|	B	|	P3-1	|	13.95465	|	150.00000	|	0.78816	|	18.15080	|	0.78051	|	0.77190	|	4
4-B-P3-2	|	B	|	P3-2	|	13.95465	|	150.00000	|	0.78816	|	18.15080	|	0.78051	|	0.77190	|	4
4-C-R1	|	C	|	R1	|	13.14957	|	4.00000	|	0.76003	|	24.59140	|	0.760028	|	0.760028	|	4
